0.344974,0.4202827,0.5012496,0.5850934,0.6683523,0.7474077,0.8187195,0.8792698,0.92712,0.9614532,0.9828122,0.9928599,0.994181,0.9896373,0.982093,0.9738501,0.9663309,0.9599972,0.9544275,0.9484819,0.940816,0.929965,0.9150624,0.8957179,0.8723789,0.8460495,0.8183303,0.7910994,0.7661891,0.7453105,0.729646,0.7200179,0.7166806,0.7193653,0.7275184,0.7402604,0.7565472,0.77533,0.7955952,0.8166044,0.8377345,0.8587988,0.8798458,0.9012816,0.9235474,0.9472035,0.9725267,0.9993932,1.027197,1.054852,1.080711,1.102931,1.119626,1.129156,1.13048,1.123242,1.107813,1.085282,1.05735,1.025919,0.7754986,0.7822061,0.7875252,0.7914268,0.7938892,0.7948992,0.7944509,0.7925469,0.7891979,0.7844219,0.7782452,0.7707013,0.761831,0.751682,0.7403082,0.7277695,0.7141313,0.6994637,0.6838411,0.6673414,0.6500458,0.6320372,0.6134006,0.5942219,0.5745872,0.5545827,0.5342929,0.5138016,0.4931901,0.4725373,0.451919,0.431408,0.4110726,0.3909774,0.3711828,0.351744,0.3327121,0.3141328,0.296047,0.2784909
0.3891947,0.4720306,0.5611299,0.6535909,0.745794,0.8339592,0.9143465,0.9839004,1.040562,1.083474,1.113221,1.131586,1.141113,1.144907,1.145749,1.145946,1.146637,1.148124,1.14951,1.149251,1.145525,1.136628,1.121372,1.099447,1.071383,1.038662,1.003325,0.9678498,0.9346688,0.9060121,0.8836225,0.8684818,0.8610433,0.8611181,0.8679112,0.8802618,0.8968855,0.9161727,0.9367883,0.957392,0.9771599,0.9955034,1.01239,1.028143,1.043364,1.058889,1.075275,1.092915,1.111482,1.130248,1.147845,1.162585,1.172664,1.176477,1.172864,1.161387,1.142374,1.116795,1.086187,1.052533,0.7921413,0.7989681,0.8043762,0.8083363,0.8108263,0.8118328,0.8113503,0.8093813,0.8059366,0.8010355,0.794704,0.7869771,0.7778965,0.7675107,0.7558753,0.7430511,0.7291054,0.7141094,0.6981395,0.6812753,0.6635995,0.645197,0.6261546,0.6065601,0.5865014,0.566066,0.5453411,0.5244113,0.5033603,0.4822684,0.461213,0.4402681,0.4195037,0.3989856,0.3787754,0.3589294,0.3394997,0.3205327,0.3020706,0.2841498
0.4385682,0.5291302,0.6264805,0.7276784,0.8290629,0.9267359,1.016839,1.096194,1.162625,1.215314,1.254805,1.282845,1.302135,1.315703,1.326449,1.33648,1.346856,1.357481,1.367055,1.373678,1.374966,1.368895,1.353999,1.329968,1.29745,1.258289,1.215165,1.171075,1.129254,1.092529,1.063043,1.042257,1.030746,1.028358,1.034097,1.046564,1.063951,1.084208,1.105398,1.125741,1.143811,1.158698,1.170128,1.178423,1.184341,1.18892,1.193312,1.198269,1.204143,1.210644,1.216802,1.221208,1.222295,1.218458,1.208573,1.192084,1.169114,1.140554,1.107739,1.072452,0.8081991,0.8151364,0.820626,0.8246381,0.8271506,0.8281496,0.8276296,0.8255937,0.8220528,0.8170266,0.8105423,0.8026353,0.7933482,0.7827307,0.7708395,0.7577372,0.7434919,0.7281771,0.7118699,0.6946521,0.676608,0.6578243,0.6383893,0.6183928,0.5979244,0.5770733,0.5559283,0.5345759,0.5131015,0.4915865,0.4701101,0.4487478,0.4275708,0.406646,0.3860364,0.3657993,0.3459874,0.3266487,0.3078253,0.2895548
0.4947749,0.5932623,0.6991422,0.8093154,0.9202406,1.02782,1.128196,1.218111,1.295228,1.358653,1.408887,1.447598,1.477569,1.501826,1.523193,1.543733,1.564351,1.584667,1.603106,1.617165,1.624101,1.62141,1.607468,1.581762,1.545222,1.499972,1.449213,1.3967,1.346307,1.301504,1.265071,1.238869,1.223673,1.219289,1.224602,1.23785,1.256707,1.278599,1.300909,1.321177,1.337454,1.348308,1.353225,1.352405,1.346805,1.33786,1.327201,1.31622,1.305985,1.296804,1.288347,1.279564,1.269163,1.25578,1.238171,1.215734,1.188435,1.156882,1.122169,1.085878,0.8236743,0.8307136,0.8362769,0.8403343,0.8428637,0.8438506,0.8432902,0.8411852,0.8375472,0.8323964,0.8257602,0.8176757,0.8081856,0.7973413,0.7852005,0.7718267,0.7572901,0.7416649,0.7250306,0.7074699,0.6890693,0.6699166,0.6501022,0.6297174,0.6088535,0.5876016,0.5660518,0.5442926,0.5224103,0.5004885,0.4786076,0.4568442,0.4352708,0.4139558,0.392963,0.3723508,0.3521729,0.3324777,0.3133084,0.2947032
0.5594153,0.6663066,0.7810758,0.9007028,1.021567,1.139613,1.250859,1.351972,1.440455,1.51529,1.576786,1.626606,1.667453,1.702318,1.734061,1.764708,1.795123,1.824688,1.851545,1.872794,1.885293,1.886177,1.8735,1.846594,1.806505,1.755718,1.697954,1.637609,1.579236,1.526983,1.484313,1.453365,1.43523,1.429679,1.435473,1.45041,1.471684,1.496076,1.520172,1.540869,1.555417,1.561944,1.559572,1.548381,1.529527,1.504762,1.476397,1.44662,1.417179,1.389261,1.363173,1.338544,1.314361,1.289458,1.262749,1.233473,1.201351,1.166712,1.13037,1.093463,0.8385793,0.8457114,0.8513407,0.8554366,0.8579767,0.8589472,0.8583427,0.8561664,0.8524305,0.8471552,0.8403691,0.8321088,0.8224195,0.8113526,0.7989669,0.7853281,0.7705072,0.7545802,0.7376279,0.7197349,0.7009885,0.6814789,0.661298,0.6405383,0.6192929,0.5976547,0.5757151,0.5535641,0.5312899,0.5089771,0.4867074,0.464559,0.4426056,0.4209165,0.3995565,0.3785851,0.3580568,0.3380207,0.3185209,0.2995957
0.6341304,0.7500654,0.8743234,1.003962,1.135286,1.264354,1.387032,1.499861,1.600145,1.686633,1.759426,1.820032,1.871035,1.915463,1.95622,1.995409,2.033857,2.070987,2.104658,2.131853,2.149029,2.152961,2.141344,2.113509,2.070505,2.014974,1.951197,1.884052,1.818849,1.760377,1.71258,1.678073,1.658152,1.65266,1.660083,1.677897,1.702692,1.730573,1.757361,1.779073,1.792357,1.794662,1.784626,1.762328,1.728963,1.686843,1.638835,1.587967,1.536945,1.487834,1.441781,1.39897,1.35903,1.321032,1.28393,1.246839,1.209362,1.171466,1.133602,1.09643,0.8529351,0.8601509,0.8658381,0.8699657,0.8725111,0.8734608,0.8728092,0.8705603,0.8667263,0.8613277,0.8543932,0.8459604,0.8360742,0.8247877,0.8121612,0.7982615,0.7831617,0.7669397,0.7496772,0.7314609,0.7123795,0.6925242,0.6719885,0.6508669,0.6292534,0.6072428,0.5849278,0.5624,0.5397488,0.5170602,0.4944174,0.4718996,0.4495818,0.4275342,0.4058226,0.3845075,0.3636442,0.3432823,0.3234666,0.3042361
0.7200016,0.84582,0.9803243,1.120616,1.263116,1.403767,1.538433,1.663297,1.775504,1.873439,1.95693,2.02728,2.086836,2.138745,2.185951,2.230762,2.274239,2.315847,2.35361,2.384305,2.404233,2.409889,2.398726,2.369919,2.324392,2.26511,2.196553,2.124159,2.053799,1.990778,1.939525,1.903131,1.88301,1.878969,1.889409,1.911407,1.940952,1.973428,2.003855,2.027529,2.040136,2.038643,2.021168,1.987671,1.939461,1.879209,1.810584,1.737369,1.663352,1.591472,1.523796,1.46131,1.404199,1.351773,1.303262,1.257704,1.214379,1.172973,1.133496,1.096208,0.8667731,0.8740638,0.8798009,0.8839536,0.8864994,0.8874253,0.8867263,0.8844069,0.8804792,0.8749626,0.8678855,0.8592843,0.8492036,0.8376979,0.8248291,0.8106675,0.7952887,0.7787732,0.7612053,0.7426721,0.7232638,0.7030729,0.6821938,0.6607217,0.6387528,0.6163827,0.5937059,0.5708151,0.5478013,0.5247516,0.5017505,0.4788783,0.4562109,0.4338198,0.4117716,0.3901277,0.3689439,0.3482708,0.3281535,0.3086315
0.8172296,0.95393,1.099602,1.251425,1.405821,1.558694,1.705667,1.842805,1.966733,2.075516,2.168541,2.246753,2.312459,2.368728,2.418742,2.46513,2.509314,2.5512,2.589009,2.619682,2.639437,2.644652,2.63266,2.602352,2.554658,2.492538,2.420673,2.344864,2.271339,2.205925,2.153363,2.117033,2.098505,2.097625,2.112592,2.140043,2.175527,2.213706,2.248841,2.275382,2.2883,2.283797,2.25967,2.215558,2.152968,2.074972,1.985835,1.8903,1.79299,1.697929,1.608098,1.525282,1.450225,1.382796,1.322266,1.267668,1.218122,1.172954,1.131733,1.094278,0.8801335,0.8874908,0.8932709,0.8974438,0.8999889,0.9008943,0.9001571,0.8977819,0.8937796,0.8881663,0.8809648,0.8722066,0.8619331,0.8501997,0.8370736,0.8226319,0.8069575,0.7901365,0.7722564,0.7534056,0.7336743,0.7131544,0.6919409,0.6701289,0.6478159,0.6250985,0.6020722,0.5788316,0.5554681,0.5320709,0.5087252,0.4855123,0.4625095,0.4397889,0.4174182,0.3954592,0.3739689,0.3529983,0.3325927,0.3127927
0.925056,1.073679,1.231476,1.395711,1.562763,1.728378,1.888018,2.037348,2.172556,2.291145,2.392022,2.475778,2.544474,2.601258,2.649598,2.692561,2.732288,2.769129,2.801943,2.82803,2.84381,2.8457,2.830873,2.798101,2.748235,2.684072,2.610417,2.533185,2.458808,2.393311,2.341756,2.307683,2.292778,2.296769,2.317695,2.35191,2.394403,2.439234,2.479985,2.510346,2.524562,2.518237,2.488726,2.435426,2.359885,2.265611,2.157348,2.040679,1.921146,1.803769,1.692369,1.589651,1.496916,1.414472,1.341787,1.278017,1.22208,1.172938,1.129803,1.092052,0.8930677,0.900484,0.906303,0.9104974,0.9130509,0.9139577,0.9132193,0.910842,0.9068314,0.9011902,0.8939226,0.8850408,0.8745755,0.8625827,0.8491428,0.8343536,0.8183188,0.8011395,0.7829108,0.7637215,0.7436584,0.7228096,0.701266,0.6791224,0.6564746,0.6334204,0.610056,0.5864768,0.5627759,0.5390433,0.5153654,0.4918246,0.468499,0.4454619,0.4227813,0.4005203,0.3787361,0.3574804,0.3367993,0.3167331
1.041203,1.202748,1.373672,1.551196,1.731584,1.910459,2.082967,2.244291,2.390055,2.517131,2.623863,2.710395,2.778518,2.8315,2.873207,2.907304,2.936655,2.962609,2.984782,3.00104,3.008363,3.003326,2.98314,2.946504,2.894017,2.828449,2.754319,2.67758,2.604586,2.541482,2.493371,2.463784,2.454377,2.464872,2.49307,2.534998,2.585334,2.637529,2.684687,2.719694,2.736319,2.729522,2.696256,2.6358,2.549615,2.441451,2.316653,2.181397,2.042068,1.904483,1.773423,1.652269,1.543004,1.446333,1.362124,1.28945,1.22719,1.174065,1.128885,1.090668,0.905637,0.9131087,0.9189698,0.9232022,0.9258031,0.926783,0.926158,0.9239374,0.9201101,0.9146391,0.9074709,0.8985614,0.8879051,0.8755587,0.8616399,0.8463048,0.8297164,0.812019,0.7933256,0.773724,0.7532892,0.7320937,0.7102165,0.687744,0.6647684,0.6413857,0.6176926,0.593785,0.5697571,0.5456998,0.5217006,0.4978431,0.4742061,0.4508636,0.4278849,0.4053332,0.3832665,0.3617372,0.3407915,0.3204705
